,text,target
27229,i m not feeling well,0
27230,www digitalfm hu is almost done let s learn something for the uni omg,0
27231,it wont let me upload a pic,0
27232,oh no and on a sunday night in sa,0
27233,i tried looking into setting up a connection between twitter msn so you could send receive tweets in game dead end,0
27234,cleaning out the flood the in my house from my water heater,0
27235,is lookin at horrid pictures of herself that people have been posting on facebook s,0
27236,nearly completed tags on lenses improved traffic on some but not on others,0
27237,ugh i m workin on a sunday blah,0
27238,the tomato soup part of the spaghettios doesnt taste as delicious as usual,0
27239,i m guessing those are two points you d rather not have hope you feel better,0
27240,that s cool my computer wont let me play the sims anymore i was just getting back into it,0
27241,cinnamon honey bunches of oats is really not that great i need more cereal,0
27242,is really lookin forward her birthday weeks days away what wear though,0
27243,ahhh i think i have a splinter,0
27244,wow so a friend i was supposed to go to a party with last night called to tell me he wasn t going then pocket dials me from the party,0
27245,i wish i could but i won t be in chicago tonight,0
27246,i didnt know you were going to nc,0
27247,i hope your cat gets better,0
27248,meh english coursework romeo juliet,0
27249,on my way to work,0
27250,think i pissed off god this week there s pretty much everyone i don t wanna see in my pub right now i m filled with joy hehe,0
27251,back from portugal it was raining the whole time so no tan,0
27252,i am not looking forward to the next weeks papers exams and moving ughh,0
27253,didnt buy anything at sueno or cab clothing at the sale this weekend,0
27254,lmaoooo heeeey but i stepped away from the computer and when i came back it was frozen i can just imagine those questions,0
27255,takin it easy back to work monday,0
27256,i never liked sundays ever,0
27257,layin n tha bed n pain,0
27258,bhu net down timepass using mobile,0
27259,yee ouch hope you feel better,0
27260,going eat with the fam homework later,0
27261,mcafee suite is killing this pc what a resource hog runs on top of anything else too,0
27262,the third episode of fmb was pretty disappointing to be honest,0
27263,happy sunday all welcome game unfortuately i have a game at same time day so missin all go canucks go,0
27264,at home bored kinda depressed wondering why can t find someone who wants to be with him,0
27265,is spending some quality time with janice before she has to go home,0
27266,wooohoo to you james and we had a progrock party here on friday evening too,0
27267,wow sunday already why does the weekend fly by so fast,0
27268,just got online only to realize that her friends are already gone,0
27269,great i have school tomorrow and i have maths pe science french english and geography and i have to get up early i acctualy hate school,0
27270,still at the office hope you all heard the hijab poem by sheikh ahmad al ajami,0
27271,it s on it s definitely plugged it it s definitely usbed up to grover took it out the hub even but xsane won t play,0
27272,eating real furfur kinche forcefully i don t want any more ethiopian food for atleast a week poor poor stomach,0
27273,mind giving me the link to download tweetie the one i downloaded didnt work,0
27274,i dont wanna get out of bed today,0
27275,why do i feel like i m gonna pass out today,0
27276,i miss greek week,0
27277,i get the rock and vin diesel movies mixed up guilty,0
27278,wondering why guys act all interested then never call you feeling a bit sad,0
27279,doesn t want to go back to collage and has nearly finished all of avtar anga,0
27280,at home watching the yankees and wondering why she doesn t look for me,0
27281,exile nods i think we chatted about that in northampton been suffering,0
27282,what s going on,0
27283,oh the beach i miss living near a beach emmmm no haha in fact i didnt get much dont at all over the hols did u x,0
27284,ok i am all for that i mean seriously how dare they take my cereal away and me a loyal customer all my life,0
27285,sunshine shades tunes and a sprained ankle,0
27286,i wish i didn t have all of this stuff to do it s such a nice day and i want to fly my kite,0
27287,back to varsity tomo urg yet another long week,0
27288,really wants to hand my notice in work is really getting me down,0
27289,i am so bored,0
27290,loch nessie yeah sorry irl back at work,0
27291,plus i got exploited like always i m a twat,0
27292,marley me what can i say i cryed like a little girl,0
27293,is a bit tired of this rain headache thing seems to be happening almost every time this year so far,0
27294,easy click lock engineered wood flooring is anything but easy,0
27295,is in the library bad times,0
27296,tea bed and torchwood nothing can be better but i admit that i m a bit terrified about a conference on tuesday escapism oh yeah,0
27297,is loving the nice weather and also misses thomas lots,0
27298,sick no way am i able to go to church today,0
27299,my god its a sunny degree beautiful day perfect for a picnic in the park im stuck indoors i got the short end of the stick,0
27300,nothing but the rain,0
27301,oh no dawson they re still not sure if it s ligaments or fracture but it looks quite nasty says harry dawson too,0
27302,just hit her head really hard off the open window life sucks so badly right now,0
27303,honestly i really wanted to make it to earth day expo this weekend,0
27304,lol sorry to hear that u r sick get well soon,0
27305,everyones busy or grounded lol,0
27306,winter is near it s getting so so so cold,0
27307,winter is near it s getting so so so cold,0
27308,he got magically whisked away oohhh i can t wait for next weekend,0
27309,lots to do today probably a good thing it s raining and i can t bike,0
27310,trying to ring someone in portugal but my bloody phone wont let me today isnt my day to be honest,0
27311,has sunday sadness syndrome,0
27312,tweetdeck i can t click on log in to facebook anyone knows how to fix this,0
27313,helton where s my name dammit celebs overtake everything tv news jail cells foreign babies and now twitter too,0
27314,father wants for his oscar child sad stuff,0
27315,wants to play basket but monkey is mad that i m calling him monkey so he doesn t want to play with me,0
27316,tweetdeck is not working properly for me,0
27317,grr my hair is too short,0
27318,no i ve never been abroad,0
27319,rainy day better today than tomorrow though,0
27320,hope the plumber wasn t that cool really glad he s gone,0
27321,heading back to plymouth tomorrow for a few weeks of solid coursework revision and interviews,0
27322,awe i can t see them either well i can demi at wemely,0
27323,why is this football still happening,0
27324,haha ive bin tryin to revise i hate tests,0
27325,i hope you get better soon,0
27326,it appears i ve forgotten almost an entire module of further maths just great,0
27327,on my way home from swan s then another sad goodbye when i get home to family and to spring break,0
27328,watching you can t handle the truth lol i need motivation still studying for law finals,0
27329,mraz sooo need to come back to england or anywhere nearish you didnt sing a beautiful mess at key,0
27330,knows exactly what awaits him tomorrow at work,0
27331,i miss the ocean,0
27332,etheir can i heehee im soooo excited oh stop i didn get much if any done tomor the real work begins xx,0
27333,i messed them up a bit maybe the next time i make them i won t get caught up doing other things,0
27334,we re moving my bedroom in another room so we had to move beds closet bookshelf i m tired still have study english,0
27335,god msn s being well stupid wadda let down,0
27336,db change worked friday night as up as did the code copy unfortunately some mq issue was stopping end to end testing,0
27337,last day of break someone has the same prom dress as me omgfml,0
27338,i just want to sit listen to it over over i can t,0
27339,well i guess ill just hang out home and do nothing blah,0
27340,u kno this day is not going so well i would have had a much better day at home,0
27341,i need to clean but i so don t want to,0
27342,quizzle night was good yesterday btw although my team bethan and the partridges came second to last,0
27343,just woke up not feelin very good better catch up on some hmwk soon,0
27344,my mum made me eat pasta and garlic bread now feel very very very fat i was doing so well,0
27345,omg that sucks,0
27346,bah humbug not selected for the grant no plan b yet,0
27347,vandentoorn i know it might be a long night,0
27348,that sucks if i was off still id go with you but i do back tommorow,0
27349,but too bad adrian had to crash when he had just more laps to go he was so close to getting some points on his plate,0
27350,can the week ahead please be an emotionally stable one i can t keep up with rehydration after several tear duct malfuntions,0
27351,just got my tongue pierced aghhh in pain,0
27352,working on a sunday not cool,0
27353,bandaids and water just don t want to be friends on my third one,0
27354,watched it with my dog huge mistake such a sad movie,0
27355,still doing the journals,0
27356,drinkin sbux enjoying whats left of sunday morning with funny youtube videos before has to go to the office,0
27357,my last day of spring break,0
27358,soooooo grouchy tonight not wearing my ring ither,0
27359,wish it was tanning weather here jelous,0
27360,heeeey new to twitter upset cuz i cab t tell if the people are fake or the real celebrities don t forget,0
27361,going places and then back to gay abilene,0
27362,it s a gorgeous sunday and i m at work,0
27363,oh no boo i hope you feel better,0
27364,weekend about to end,0
27365,damn i missed the x box on woot,0
27366,just landed now to school,0
27367,are u doing another contest soon i wasn t home at the last one so i missed it p a ur hot haha,0
27368,the referee never scores,0
27369,ohhhh i must go gotta get myself together for todays baseball games will tweet in a bit from my phone,0
27370,my son is lvn at to bootcamp going to buy him sum calln cards since he can t take cell phn,0
27371,eaten waaaay too much and have to go out in mins lol x,0
27372,relaxing and having fun with friends with a few drinks fun next day if you are not careful not so fun,0
27373,weather is sooo amazing today and i was stuck in work typical,0
27374,feeling kinda lonely now oh well shall get on with some work i should have started by now anyways,0
27375,yes at pm and we start again at pm,0
27376,am i the only one that can t watch the football i hate holland,0
27377,bout to leave dis hell hole in drive anywhere somewhere hmmm boyfriend s house hell is a place called home,0
27378,only followers,0
27379,i read this beacuse i want back my ex girlfrend,0
27380,good luck with that the band was too loud accompanying joe during some parts so you couldn t hear all the words,0
27381,at breakfast at the londoner yay football game on the tele so they are busy and it looks like i might miss the pm q a,0
27382,just tried call in but it was busy n e way yall gotta play one week by the barenaked ladies,0
27383,until alice mentioned it i hadn t even thought about the fact that i haven t eaten a thing all day now i m hungry,0
27384,doin ma home work,0
27385,one hour on the local clay court worst tennis in many many years the sun in low angle and no leaves on the trees terrible light,0
27386,blackberry bout to die still the hard rock doing documentary shit,0
27387,back from oxford not looking forward to school,0
27388,no i wont be home,0
27389,thx i ll be very curious to hear what you think of blogs do you use wordpress and no carry forward,0
27390,going to go sit in the lounge room watch tv watch the sunrise in the backyard then call katie night to all who can sleep feel special,0
27391,now my connection drops literally a dozen times a day,0
27392,watching nfl replay chargers at bills oh how i miss football season,0
27393,lawn time,0
27394,sent from heaven fallin out i remember lastnight stayed on repeat not feeling her new cd at all,0
27395,wow its just not meant for you to see sol angel that sux,0
27396,i can t wait to see hannah montana the movie it doesn t come out in irelnad until may,0
27397,i just lost my phone sooo scared,0
27398,what kind you only do weddings,0
27399,used the handicap stall walked out guy in a wheelchair was waiting for me i feel so bad,0
27400,modern technology really doesn t seem to like me,0
27401,my new car smell is gone now it smells like a camp fire,0
27402,i m sick today but trying to get better this is horrible,0
27403,loves this stuff needs to work out to prepare for wedding in weeks but i m too tired with my yuckie cold,0
27404,just woken up i was trying not to fall asleep mission failed,0
27405,i knew why i gave it a break stormrise is not the easy one always dying in the fields gameports,0
27406,hoping for mini golf tonight please don t rain,0
27407,cant sleep cant sleep cant sleep cant sleep somone give me some sleeping pills arghh hate this,0
27408,doing my american lit project,0
27409,yikes i fell asleep just after midnight and woke up this morning at waaaay too much sleep so i now have a monster headache ouchie,0
27410,dying of a hangover,0
27411,powers out,0
27412,why are you crying,0
27413,going shopping later after get a much needed nap alch orange pixy dead body,0
27414,ugh its getting worse,0
27415,stayed at the ees houst caring my my lil one she didnt want me to come home i had to and missed the warly wake up im msgs from my beau,0
27416,it had a terrible ending good thing you switched books done with picoult for awhile reading the help and like it,0
27417,back to school exams and the like,0
27418,i would say so after what has been said say it aint so,0
27419,my grad proj is a guide to modeling it s easier said than done but if i pass i pass hs,0
27420,ive not even got r thursday to look forward to this week x,0
27421,me being lazy with no one haha,0
27422,stu lol i wish i could ve made it,0
27423,am i still ur little baby hahaha,0
27424,i m hoping a new version will come out soon that doesn t crash every minutes for me,0
27425,just seen observe report wasnt as good as i thought it was gona be,0
27426,i need another week of spring break you have no idea how much i dread going to school tomorrow,0
27427,doesn t want spring break to end guess i ll go start on my homework now,0
27428,most days i put up w livin in our shoebox apartment save but day is not of them the moment sumthin s fixed sumthin else breaks,0
27429,guys my heart hurts,0
27430,hates penalty shootouts,0
27431,poor syd croup again another trip to the e r,0
27432,no not any better i still want to go,0
27433,my life kinda sucks right now i hope everything would turn out okay tomorrow,0
27434,apparently i am getting surgery soon g r e a t,0
27435,too many attempts at fixing my blackberry s rollerball have rendered it kaput time to get a new one,0
27436,he doesn t look very comfortable and those make me,0
27437,stalled the runner x sat thru lights nice guy behind me asked if i needed help made it here tho,0
27438,not yet but i got a lot of seconded s i have no idea is it arashi k,0
27439,bored at me casa,0
27440,in bed still got cracking headache weeks now,0
27441,yesterdays weather was to good to be true back to,0
27442,i just woke up and my head is screaming plus my whataburger chkn sandwich was half eaten and i passed out on my couch to sportscenter,0
27443,sittin at work thinkin bout things i wish love was easy,0
27444,just ran a miles race in central park mins secs secs slower than my personal record but hey i get to drink jamba juice now,0
27445,painting my nails sick text meee,0
27446,blah gotta get out today but i feel lazy and a lil hungry,0
27447,some twat just reminded me that william beckett is in manchester and i can t meet him haha xd,0
27448,uh oh penalty time i don t like it,0
27449,that is such a bummer man,0
27450,it looks so nice out wish i could go out and enjoy it,0
27451,i don t think i can ughh i have this architecture project due tomorrow and a painting to do work overload,0
27452,have to start work also wright is striking out a lot delgado making up for it though,0
27453,oh bob i didnt see it,0
27454,i don t want to this week is testing week,0
27455,off to the audubon center and sanctuary walkin the trails feel better ashton kutcher,0
27456,no sun out today,0
27457,hungover crackin night though,0
27458,its taken me ages to actually get it done if i wasnt such an airhead i culd ahve finished it ages ago i miss u tooo,0
27459,noooo you can t do without me i m at work go live later tonight meanie what a friend lol,0
27460,no tat gotta wait till tuesday this weekend went by waaaay too fast,0
27461,i hate insomnia,0
27462,i know i love reading about extinct species but at the same time it makes me sad the carolina parakeet makes me angry,0
27463,going home now empty handed,0
27464,hormones are playing hell with my moods today,0
27465,i know i know i know and i don t want it to come faster cuz then our summers gone,0
27466,fucking hates penalties,0
27467,hi twitter nation i don t have a phone at this time,0
27468,fox probably won t make it after all but if you got a minute to drop in after,0
27469,and there was me thinking we were all doing the books together you used to be cool man you ve changed,0
27470,ughhhh why does my life have to looks like this right now tine one more exam and one more paperrr,0
27471,i m having of those days i hate it,0
27472,feeling discouraged today extremely gloomy in chi town,0
27473,i m bloated everywhere,0
27474,www isitsaturday net awwww shit,0
27475,pixie is in the hospital hoping she makes it through,0
27476,good thing i didn t put on make up i ll never look at my dog the same agian oh and i ll throw out the book never again to be read,0
27477,just got kicked out of my house so tile can be finished can t wait for life to be back to normal,0
27478,nope you chose to treat me like an unloved stepchild and ignored me,0
27479,i m so sick somebody bring me some chicken soup,0
27480,darn its sunday already i dislike sundays that means monday s just round the corner,0
27481,toooooday is raining,0
27482,argh dramarama essay still not completed,0
27483,it was working fine just a min ago now nothing will load,0
27484,need to eat something,0
27485,hours of sleep hell yessssss i m really hungry but we have no food in our house homework time,0
27486,what a great weekend i dont want it to end love you blair and ryan hope you have an amazing honeymoon,0
27487,wow ori such dedication wish i could hear more unfortunately i cannot play your songs on my page due to your player settings,0
27488,mom and grandmom just left apartment s empty again,0
27489,ascaron entertainment sacred files for bankruptcy protection,0
27490,is missing my baby already,0
27491,omg stop it i can t believe you made that a twitter status or whatever the fuck you call it,0
27492,should be heading to church but i m not,0
27493,haha yeah i know what you mean pianos are more expensive to buy though,0
27494,hristos voskrese missing my fam mucho,0
27495,ok ok well i need to get over this i didnt think it would be this fuckin hard,0
27496,ap gopo practice exam,0
27497,yeah i think so ahhhhhh,0
27498,gosh today is soooo effing horrible because its raining me no like like rain p,0
27499,i unfortunately traded mine in got for it last month going to rebuy it once it drops in price again,0
27500,yes indeedy please clear up these rumors that you re being given the boot,0
27501,tomorrow anathomy test help me,0
27502,is hungry but there s no food in the house and i m too lazy to go outside,0
27503,i wanna go back to paaaaaaaarisss,0
27504,back from a lovely day out in greenwich unfortunately our only souvenir was a parking ticket,0
27505,the iphone g only supports bt audio devices at least under iphone os,0
27506,perfect weather to sit on the patio with a glass of red but no one around to join me,0
27507,ah i need more followers lol,0
27508,goddamit there are hardly any good bands who are gonna tour in england,0
27509,that s always a tough decision i m stuck with either panera bread or maggianos ugh decisions decisions decisions lol,0
27510,aww oh dear hope ur feeling better soon,0
27511,i need someone to cheer me up,0
27512,i m hungry and i don t know what to eat,0
27513,made coq au vin for meself and twiddled me thumbs all day everyone s left me,0
27514,in love with zac efron ever since seeing again on friday spring break s over,0
27515,new amp but the shows cancelled i wait to use it,0
27516,easter m m s gone can t seem to get all kinks in my last chapter worked out and i think we have gremlims that leave dirty clothes,0
27517,no word on smudges thanks for checking in,0
27518,time to hit the sack i m feeling a bit sick hopefully cold is not getting near me,0
27519,real work day today,0
27520,is hoping that i get the work placement i applied for school tomorrow great,0
27521,ahh crap penalties united aren t doing so good atm,0
27522,argh packing bags for school so not wanting to go back,0
27523,no i don t think it tomorrow school and that s not so fine i go offline byebye,0
27524,lol i love my dirt love my gardens aw i m sorry you have concrete,0
27525,yeap linguistics here actually efl so a lot of linguistics i m geek for real literature sounds lovely,0
27526,i love my mommy dont be a meanie,0
27527,gonna be busy all day with papers,0
27528,this day this day this day i shall try stay positive but i have a lot on my plate day i barely even have time twit no fair,0
27529,i have to ebay all that shit the saturn had no hookups or controllers,0
27530,killed about ticks our new shelter ferret had on his body more to follow,0
27531,darn it forgot to put baking powder in chocolate topsy turvy pudding feel pudding disaster imminent,0
27532,contemplating cuttin tha hair s gettin tired of it now a days,0
27533,and they are gone but a good weekend now i need to figure out what i need to catch up on,0
27534,just burnt my fecking toast,0
27535,senses that all is over for the quintuple chances,0
27536,work,0
27537,ace prize winning fan made vid for best single not released in please keep retweeting,0
27538,poor thing did you try some immodium,0
27539,off to chicago later today i love it there except it is susposed to be cold,0
27540,but the last couple times i got taro boba i got a real bad tummy ache,0
27541,bftv available on itunes or amazon mp at all no cd drive on my netbook,0
27542,go away cold,0
27543,i can t find my phone charger,0
27544,curse you sinuses i feel like i got punched in the jaw,0
27545,studying or at least trying to for uni final exams,0
27546,olson i miss being at work with you,0
27547,do u hate me,0
27548,wow gears of war levels really poorly designed forgot an item can t go back can t kill the enemy without it game autosaved,0
27549,ace prize winning fan made vid for best single not released in please keep retweeting,0
27550,i wish i knew someone who would just lay around in bed with me into the afternoon,0
27551,just spent some time gaming at s now back to find i forgot about an irc meeting,0
27552,i miss lindylove i feel like i haven t seen her in a century tear,0
27553,oh dear,0
27554,yup lol,0
27555,well goodbye froyo i hate today and i still have to start my paper on invisible monsters,0
27556,don t know how lol,0
27557,everytime i put my hand into my box of roses i get a strawberry dream,0
27558,i have tried to post on your blog but it won t let me,0
27559,lacking motivation,0
27560,no more rites to look forward to just finals,0
27561,you re my only connect i ve reached out no tweets yet,0
27562,crank is still on the movie to do list after a few weeks of comedies i needed a drama crank may be more comedy than action,0
27563,is feeling like the world is on top of her,0
27564,wish i had some viet pork chop sandwiches instead of the dried chicken one,0
27565,doesn t want to go back to school tomorrow,0
27566,it s a rainy bleh day,0
27567,ugh sick didnt even go to church today sorry jesus,0
27568,i know you re busy replying but i wrote to you the last few days and you never once answered me don t ya like me,0
27569,lay i just downloaded the world apps and i didn t see all the apps u just downloaded what s really good lol,0
27570,leaving to meet friends for brunch but i think right after i ll have to head back home not feeling well,0
27571,apparently our efforts to save the depot worked this place is friggin pacled with a line out the door might have to bail on this plan,0
27572,that was fast lol there s already a few people at the mall already and its not even open yet,0
27573,i would have gone just that tomorrow i have school i hate it going back to the boring old teachers,0
27574,gross weather today not really looking forward to going outside,0
27575,poor show by man utd in front of home crowd its gonna be everton vs chelsea in fa cup finals,0
27576,argh i can t wait to see hatching pete but i really don t know when it comes to portugal anyway hi mitchel how r u,0
27577,laundry is did now grocery shopping i lead such an exciting life good thing riding my bike keeps me from blowing my head off,0
27578,snake doesn t like it in the jar trying to figure out how to get out but think i might have trapped it s take between jar wall,0
27579,quintuples over bad sunday,0
27580,just got back from eating lunch with my son he is so sick t bone,0
27581,planing blogg mad that a vid got muted,0
27582,maketa gutted,0
27583,i thought she was just really healthy i didn t know she was a vegan i knew she was on martha apprentice but i didnt watch,0
27584,just ran out of smarties,0
27585,monday pls be nice to me,0
27586,nowhere hoping it will come soon haha to rain at night is the best,0
27587,trail of terrors page on facebook now has fans the group still has more,0
27588,eww math project argh i will go bakk on twitter later once i finsh so i will see you guys around am,0
27589,yess but i think if i pay more i get it back,0
27590,i m starting my workout today i really don t want to go but i m going to guess what tomorrow is u concert tix go on sale cant wait,0
27591,is not happy manu lost in penalties no fa cup for us this year,0
27592,in a train station with we have left hatalan,0
27593,only has one direct message,0
27594,in the good ol day this bootleg copy of x men origins wolverine would have been swedish porn sadly it s the real movie good q though,0
27595,what a beautiful day here in az i m going to miss this house,0
27596,feels terrible who gets sick on spring weekend,0
27597,wish i were there to enjoy dim sum with you hope it s good,0
27598,why doesn t trafic rules apply to cyclists running red lights ignoring stop signs and give way rights don t like this,0
27599,sooo not looking forward to college tomorrow,0
27600,it s sunday again,0
27601,where were you last night it was awesome as always,0
27602,working on the sabbath,0
27603,if i take the pills they ll make me sick i cant be sick like that at work,0
27604,i cant put any pictures on,0
27605,hurt my back,0
27606,i got frighten yesterday night im embarrassed now contemplating but happy that the rockets won yesterday night,0
27607,jack are you flattered or scared i would find it unnerving to be in every tweet that is sent,0
27608,ill ill ill and i have to leave the house in minutes,0
27609,yeah if you have any friends for that,0
27610,being lonly,0
27611,i am so sorry is that from something particular,0
27612,cant beileve it bloody everton won damn them grghhhh,0
27613,damn youtube this video is not available in your country,0
27614,i want to go to your concert but you are not comeing close to my town,0
27615,i really hope my replys to you won t make you think i m a teeny who wants attention from tom s sister aha,0
27616,moody today grrrr,0
27617,is costco then yard i am hoping for rain so i may be excused from another day of mowing my lawn,0
27618,lunch damn it my pants keep falling down i have to get my good pants cleaned,0
27619,is at lola s day mass memorial reception then hw booo,0
27620,ice baths hurt,0
27621,what happened,0
27622,ever i know im really clumsy im scared,0
27623,there is no internet connection i use my cell phone to send it why,0
27624,the court of the air is super shitty i should have warned you but i did not think there was any point in giving you anti recs,0
27625,spent an hour trying to kill a paper wasp so that i wouldn t get stung but then ended up getting biten by a bunch of mosquitos i hate fl,0
27626,i had fun at shangri la last night too bad kolby has to go back to fl today,0
27627,awwww sad,0
27628,s friend is lost in the suburban maze what s worse is that she can t redirect from random street names all along the main line,0
27629,texting mii love can t wait to go to illinois and snuggle he broke his fibula doc s said he won t be back on the field for wks,0
27630,gas is expensive here,0
27631,remembering how hard it is to find a drummer we had two drummers going for us but they wouldn t make time for us we wanted a drummer,0
27632,so hungry i need to go grocery shopping but my direct deposit got all fucked up so i have no moneys,0
27633,got made redundant today oh the shame,0
27634,going to see again with a couple of friends its the last day of spring break i have state testing in weeks damn,0
27635,what a mess are trying to change network cables for computers and ip phones need to make order under the desk,0
27636,hmmmm rain in toledo,0
27637,aw boo i forgot about that i m sorry,0
27638,newspapers may be extinct but magazines will stick around i know i m not the only person who loves to flip thru em i miss domino tho,0
27639,you re not the only one in trouble good luck,0
27640,some how i jus knew timmy howard was gonna get the best of us in pks united out of the fa cup,0
27641,goddamn i wanna meet you so bad,0
27642,my mum is hogging the computer i m on my ipod,0
27643,me too sigh,0
27644,is upset prolly gunna be stuck home all day yay spring break,0
27645,taking care of sick baby,0
27646,pretty much no response to that one after a lot of replies to why do you follow odd,0
27647,dreading drivin up to sva,0
27648,should start packing soon needs to go home,0
27649,can t find my cue cards,0
27650,so bored without the leafs playinggg,0
27651,i couldn t fall asleep last night now i m gonna be up all day,0
27652,should be in church stayed out too late i feel bad but i m tired and my legs hurt,0
27653,they re singing a johnny cash song not sure of the title,0
27654,facebook fanclub for asot only about mins left,0
27655,certifiable madman service day held me hostage w his demonic insanity neediness my nerves are fried i feel no love only fear,0
27656,i just can t seem to do anything right today maybe i should just take a nap,0
27657,good morning last day of spring break,0
27658,wtf i was actually thinking about buying some tickets a couple of weeks ago but i didn t know if anyone else wanted to go,0
27659,oh and whichever district is rehiring imma grab it i sound so desperate,0
27660,ergh my shoulder hurts baaad,0
27661,having braces make my teeth sore all the time,0
27662,still watching pbs and tweetn as if i dont have anything else better to b e doing it s raining in chicago,0
27663,i just found a housing for the curve on ebay for bucks would have saved me hours of painting,0
27664,did they say why that s no good,0
27665,at work for the third time this weekend oh what fun,0
27666,hugs,0
27667,is deply upset over man united s loss deeply upset,0
27668,noooo he s in la like aug noooo,0
27669,kristi no no iced coffee and coffee roll is heaven on earth im going to miss you so much over the summer,0
27670,whoever keeps blipping korn over and over again pls stop,0
27671,being ill sucks i miss all my people,0
27672,trying to find something to eat for breakfast we don t have ramen,0
27673,tryin to pass this spanish class,0
27674,that sucks,0
27675,i checked and no calls have been made so i am hoping it was accidental and will be returned,0
27676,i am going to the mall to get a new fragrance it better be in stock i want new shoes too but i have not seen any awesome sneaks,0
27677,coming home from south carolina soon,0
27678,we lost but thanks vidic anderson you boys tried,0
27679,so much homework,0
27680,melting snow dogs muddy dogs and muddy couch and muddy floors and irritated mom,0
27681,moments now we re talking and yes if you can fit,0
27682,sad yea asot,0
27683,omg last year i worked on this day and i couldn t get to the other side of georgia street to take the bus home have fun,0
27684,more of policestate britain policestate,0
27685,hey i m ok just setting here watching it rain bleh,0
27686,slight hangover,0
27687,its a hard process to find em local colleges and universities are a good start also local wargames clubs,0
27688,stinks,0
27689,i absolutely agree it didnt always use to be like that,0
27690,wish i was going to rain to see oakie however scotland is a bit far to fly from in time but bring on sep i will be there yay,0
27691,same lots of coursework to do trying to do mine now,0
27692,coffee is the satan s piss so why do i keep forcing myself to drink it,0
27693,feels tired and used,0
27694,can t be bothered to do more cardiovascular papers lol,0
27695,reading bible studying for chem lab working on that presentation and its beautiful outside mmk thx,0
27696,harry mo is missing mommy,0
27697,so hungry but can t get outta bed to save my life wishin i was still in vegas,0
27698,i don t know what to make for dinner tonight,0
27699,oh okay,0
27700,kevin s leaving on a business trip for six days,0
27701,my tummy hurts i don t want to go to school tomororw,0
27702,i dont think you know banana king,0
27703,no he is not everything about him is so mediocre i try so hard to like him but he disappoints me everytime,0
27704,mom and dad are fighting again greatttttt just what i need on a sunday,0
27705,feeling bad about stressin,0
27706,busy weekend it was found time only now,0
27707,damn they already got someone for pics,0
27708,we all wish it won t ever stop asot,0
27709,doing tons of homework,0
27710,can t sleep seeing as how this will be my last chance for a few days this really really sucks,0
27711,habitualbeauty okkkkkkk lol hope this thing goes well cuz it is surely of my grade,0
27712,family in texas and missin the kiddies working days gonna keep me busy then friday put cowboy hat and shoes j k in san antonio,0
27713,just got home from shopping for make up and boy am i suprise at how much i spent i could have gotten clothes for how much i spent oh,0
27714,cooking and washing for the week vacation seems to be over,0
27715,on a sunday damn,0
27716,i have two exams this week and i m on ontd too hahah,0
27717,why did i go from to followers,0
27718,omg sooo tired rite now shitty sleep last nite i guess,0
27719,my pink ipod has no power i must make him loading xddddd,0
27720,i don t want to see ryan today,0
27721,just woke up missin my baby,0
27722,hours of work followed by room cleaning and my return to school fun day,0
27723,i don t wanna go into work today booooooo,0
27724,anyone inmy family want to introduce me i cant find all my family members,0
27725,thats not very nice,0
27726,just woke up i don t want to leave my cozy bed lol,0
27727,really wants to see a new dog park established in her area the in the surrounding area are minutes away sux,0
27728,yours we dont have trader joes in fl we actually have a very poor healthfood store selection here i need to move lol,0
27729,can t believe we lost gutted the only consolation will be if everton manage to beat chelsea they cannot win,0
27730,some days i would rather be anywhere but here,0
27731,last weekend before revisions of exams,0
27732,paulne no prices are getting higher and i can t afford quid for the train i m not happy,0
27733,gearing up for mr wiest s fight thn heading home,0
27734,crummy day outside today,0
27735,i miss aaliyah sooo much rip,0
27736,i m so glad refrains from tweeting about politics i would feel horrible if he did,0
27737,i wanted the shiny shiny fa cup berba can go away now yesyes,0
27738,had an awesome night last night now i get to clean the house,0
27739,comfort eating,0
27740,i m gonna mis twitter for da week i can t use it til saturday i ll miss u twitter,0
27741,reading makes me tired,0
27742,physical inventory at work hour shift minimum,0
27743,had a good day at the stables just got back but have got the biggest head ache ever omg had it since i left the stables x,0
27744,is at work,0
27745,definitely wishing i hadn t married into a family of evertonians,0
27746,smoke a little for and chill out,0
27747,i just had to convince myself not to take a free bausch lomb microscope from freecycle want but do not need i miss biology class,0
27748,cba i m revising my french oral fuck it,0
27749,wants beddddddddddddddddddddddddddddddddddd tiredd,0
27750,i lost my mom helped me and cut a couple of hair off the hairdresser must come soon,0
27751,awww nooo that sucks,0
27752,heartbreak its ok sir i understand your envy,0
27753,manchester united are out of the fa cup final ended to everton on pens xx,0
27754,just saw manchester united lose not good,0
27755,trying to rethink the next few weeks and how a broken foot might affect my plans,0
27756,i wish there was a blue bottle in la it s not fair that only sf has it,0
27757,i know its such a nice day and i have nothing fun to do but lots of unfun things to do,0
27758,haha i know i got my bed at to watch my tv but i always end up falling asleep aw god its early where u are so unfair,0
27759,ok gonna have to send it tomorrow my comp went dead,0
27760,any idea when we should be getting our next otalia fix umm i mean episode i m so going through withdrawal already,0
27761,sorry but i don t,0
27762,ok man utd just lost the fa cup semis,0
27763,is tried from painting the loft room,0
27764,sick got sent home but i work tonight yay,0
27765,papa johns a sprite and tvone this paper just isn t gonna get done,0
27766,on tuesday my hair does not agree with their weather,0
